,Compound,Suitable,Violations
374,375,True,['RotBonds < 6']
375,376,True,['RotBonds < 6']
376,377,True,['RotBonds < 6']
377,378,True,[]
378,379,True,['TPSA > 140']
379,380,True,['RotBonds < 6']
380,381,True,['RotBonds < 6']
381,382,True,['RotBonds < 6']
382,383,True,['RotBonds < 6']
383,384,True,['RotBonds < 6']
384,385,True,['RotBonds < 6']
385,386,True,['RotBonds < 6']
386,387,True,['RotBonds < 6']
387,388,True,['RotBonds < 6']
388,389,True,['RotBonds < 6']
389,390,True,['RotBonds < 6']
390,391,True,['RotBonds < 6']
391,392,True,['RotBonds < 6']
392,393,True,['RotBonds < 6']
393,394,True,['RotBonds < 6']
394,395,True,['RotBonds < 6']
395,396,True,['RotBonds < 6']
396,397,True,['RotBonds < 6']
397,398,True,['RotBonds < 6']
398,399,True,['RotBonds < 6']
399,400,True,['RotBonds < 6']
400,401,True,['RotBonds < 6']
401,402,True,['RotBonds < 6']
402,403,True,['RotBonds < 6']
403,404,True,['RotBonds < 6']
404,405,True,['RotBonds < 6']
405,406,True,['RotBonds < 6']
406,407,True,[]
407,408,True,['RotBonds < 6']
408,409,True,['RotBonds < 6']
409,410,True,['RotBonds < 6']
410,411,True,['RotBonds < 6']
411,412,True,[]
412,413,True,['RotBonds < 6']
413,414,False,"['LogP > 5', 'RotBonds < 6']"
414,415,True,[]
415,416,True,['RotBonds < 6']
416,417,True,['RotBonds < 6']
417,418,True,['RotBonds < 6']
418,419,True,['RotBonds < 6']
419,420,True,['RotBonds < 6']
420,421,True,['RotBonds < 6']
421,422,True,['RotBonds < 6']
422,423,True,['RotBonds < 6']
423,424,True,['RotBonds < 6']
424,425,False,"['HBA > 10', 'HBD > 5', 'TPSA > 140']"
425,426,True,['RotBonds < 6']
426,427,True,['RotBonds < 6']
427,428,True,['RotBonds < 6']
428,429,True,['RotBonds < 6']
429,430,True,['RotBonds < 6']
430,431,True,[]
431,432,True,[]
432,433,True,['RotBonds < 6']
433,434,True,['RotBonds < 6']
434,435,True,['RotBonds < 6']
435,436,True,['RotBonds < 6']
436,437,True,['RotBonds < 6']
437,438,True,[]
438,439,True,['RotBonds < 6']
439,440,False,"['RotBonds < 6', 'TPSA > 140']"
440,441,True,['RotBonds < 6']
441,442,True,['RotBonds < 6']
442,443,True,['RotBonds < 6']
443,444,True,[]
444,445,True,['RotBonds < 6']
445,446,True,['RotBonds < 6']
446,447,True,['RotBonds < 6']
447,448,True,['RotBonds < 6']
448,449,True,['RotBonds < 6']
449,450,True,['LogP > 5']
450,451,True,[]
451,452,True,['RotBonds < 6']
452,453,True,[]
453,454,True,['RotBonds < 6']
454,455,True,['RotBonds < 6']
455,456,True,[]
456,457,True,['RotBonds < 6']
457,458,True,['RotBonds < 6']
458,459,True,['RotBonds < 6']
459,460,True,['RotBonds < 6']
460,461,True,['RotBonds < 6']
461,462,True,['RotBonds < 6']
462,463,True,['RotBonds < 6']
463,464,True,['RotBonds < 6']
464,465,True,['RotBonds < 6']
465,466,True,['RotBonds < 6']
466,467,True,['RotBonds < 6']
467,468,True,['RotBonds < 6']
468,469,True,[]
469,470,True,['RotBonds < 6']
470,471,True,['RotBonds < 6']
471,472,True,['RotBonds < 6']
472,473,True,['RotBonds < 6']
473,474,True,['RotBonds < 6']
474,475,True,[]
475,476,True,[]
476,477,True,['RotBonds < 6']
477,478,False,"['LogP > 5', 'RotBonds < 6']"
478,479,True,['RotBonds < 6']
479,480,True,['RotBonds < 6']
480,481,True,['RotBonds < 6']
481,482,True,['RotBonds < 6']
482,483,True,['RotBonds < 6']
483,484,True,['RotBonds < 6']
484,485,True,['RotBonds < 6']
485,486,True,['RotBonds < 6']
486,487,True,['RotBonds < 6']
487,488,True,['RotBonds < 6']
488,489,True,[]
489,490,True,['RotBonds < 6']
490,491,True,['RotBonds < 6']
491,492,True,['RotBonds < 6']
492,493,True,['RotBonds < 6']
493,494,True,['RotBonds < 6']
494,495,True,['RotBonds < 6']
495,496,True,['RotBonds < 6']
496,497,True,['RotBonds < 6']
497,498,True,['RotBonds < 6']
498,499,True,['RotBonds < 6']
499,500,True,['RotBonds < 6']
500,501,False,"['MW > 500', 'LogP > 5']"
501,502,True,['RotBonds < 6']
502,503,True,['RotBonds < 6']
503,504,True,['RotBonds < 6']
504,505,True,['RotBonds < 6']
505,506,True,['RotBonds < 6']
506,507,True,['RotBonds < 6']
507,508,True,['LogP > 5']
508,509,True,['RotBonds < 6']
509,510,True,['RotBonds < 6']
510,511,True,['RotBonds < 6']
511,512,True,['RotBonds < 6']
512,513,True,['RotBonds < 6']
513,514,True,['RotBonds < 6']
514,515,True,['RotBonds < 6']
515,516,True,['RotBonds < 6']
516,517,True,['RotBonds < 6']
517,518,True,['RotBonds < 6']
518,519,True,['RotBonds < 6']
519,520,True,['RotBonds < 6']
520,521,True,['TPSA > 140']
521,522,True,['RotBonds < 6']
522,523,False,"['LogP > 5', 'RotBonds < 6']"
523,524,True,['RotBonds < 6']
524,525,True,['RotBonds < 6']
525,526,True,['RotBonds < 6']
526,527,True,['RotBonds < 6']
527,528,True,['RotBonds < 6']
528,529,True,['RotBonds < 6']
529,530,True,['RotBonds < 6']
530,531,True,['RotBonds < 6']
531,532,True,['RotBonds < 6']
532,533,True,['RotBonds < 6']
533,534,True,['RotBonds < 6']
534,535,True,['RotBonds < 6']
535,536,True,['RotBonds < 6']
536,537,True,['RotBonds < 6']
537,538,True,['RotBonds < 6']
538,539,True,['RotBonds < 6']
539,540,True,['RotBonds < 6']
540,541,True,['RotBonds < 6']
541,542,True,['RotBonds < 6']
542,543,True,['RotBonds < 6']
543,544,True,['RotBonds < 6']
544,545,True,['RotBonds < 6']
545,546,True,['RotBonds < 6']
546,547,True,['RotBonds < 6']
547,548,True,['RotBonds < 6']
548,549,True,['RotBonds < 6']
549,550,True,['RotBonds < 6']
550,551,True,['RotBonds < 6']
551,552,True,['RotBonds < 6']
552,553,True,['RotBonds < 6']
553,554,True,['RotBonds < 6']
554,555,True,['RotBonds < 6']
555,556,True,['RotBonds < 6']
556,557,True,['RotBonds < 6']
557,558,True,['RotBonds < 6']
558,559,True,['RotBonds < 6']
559,560,True,['RotBonds < 6']
560,561,True,['RotBonds < 6']
561,562,True,['RotBonds < 6']
562,563,True,['RotBonds < 6']
563,564,True,['RotBonds < 6']
564,565,True,['RotBonds < 6']
565,566,True,['RotBonds < 6']
566,567,True,['RotBonds < 6']
567,568,True,['RotBonds < 6']
568,569,True,['RotBonds < 6']
569,570,False,"['LogP > 5', 'RotBonds < 6']"
570,571,True,['RotBonds < 6']
571,572,True,['RotBonds < 6']
572,573,True,['RotBonds < 6']
573,574,True,['RotBonds < 6']
574,575,True,['RotBonds < 6']
575,576,True,['RotBonds < 6']
576,577,True,['RotBonds < 6']
577,578,True,['RotBonds < 6']
578,579,True,['RotBonds < 6']
579,580,True,['RotBonds < 6']
580,581,True,['RotBonds < 6']
581,582,True,['RotBonds < 6']
582,583,True,['RotBonds < 6']
583,584,True,[]
584,585,True,['RotBonds < 6']
585,586,True,['RotBonds < 6']
586,587,True,['RotBonds < 6']
587,588,True,['RotBonds < 6']
588,589,True,['RotBonds < 6']
589,590,True,['RotBonds < 6']
590,591,False,"['HBA > 10', 'TPSA > 140']"
591,592,True,['RotBonds < 6']
592,593,True,['RotBonds < 6']
593,594,True,['RotBonds < 6']
594,595,True,['RotBonds < 6']
595,596,True,['RotBonds < 6']
596,597,True,['RotBonds < 6']
597,598,True,['RotBonds < 6']
598,599,True,[]
599,600,True,['LogP > 5']
600,601,True,['RotBonds < 6']
601,602,True,['RotBonds < 6']
602,603,True,['RotBonds < 6']
603,604,True,[]
604,605,True,['RotBonds < 6']
605,606,True,['RotBonds < 6']
606,607,True,['RotBonds < 6']
607,608,True,['RotBonds < 6']
608,609,True,['RotBonds < 6']
609,610,True,['RotBonds < 6']
610,611,True,['RotBonds < 6']
611,612,True,['RotBonds < 6']
612,613,True,['RotBonds < 6']
613,614,True,['RotBonds < 6']
614,615,True,['RotBonds < 6']
615,616,True,['RotBonds < 6']
616,617,True,['TPSA > 140']
617,618,True,['RotBonds < 6']
618,619,True,['RotBonds < 6']
619,620,True,[]
620,621,True,['RotBonds < 6']
621,622,True,['RotBonds < 6']
622,623,True,['RotBonds < 6']
623,624,True,['RotBonds < 6']
624,625,True,['TPSA > 140']
625,626,True,['RotBonds < 6']
626,627,True,['RotBonds < 6']
627,628,True,['RotBonds < 6']
628,629,True,['RotBonds < 6']
629,630,True,['RotBonds < 6']
630,631,True,['RotBonds < 6']
631,632,True,['RotBonds < 6']
632,633,True,['RotBonds < 6']
633,634,True,['RotBonds < 6']
634,635,False,"['RotBonds < 6', 'TPSA > 140']"
635,636,True,['RotBonds < 6']
636,637,True,['RotBonds < 6']
637,638,True,['RotBonds < 6']
638,639,True,['RotBonds < 6']
639,640,True,['RotBonds < 6']
640,641,True,['RotBonds < 6']
641,642,True,['RotBonds < 6']
642,643,True,['RotBonds < 6']
643,644,True,['RotBonds < 6']
644,645,True,['RotBonds < 6']
645,646,True,['RotBonds < 6']
646,647,True,['RotBonds < 6']
647,648,True,['RotBonds < 6']
648,649,True,['RotBonds < 6']
649,650,True,['RotBonds < 6']
650,651,False,"['MW > 500', 'RotBonds < 6']"
651,652,True,['RotBonds < 6']
652,653,True,[]
653,654,True,['RotBonds < 6']
654,655,True,['RotBonds < 6']
655,656,True,['RotBonds < 6']
656,657,True,['RotBonds < 6']
657,658,True,['RotBonds < 6']
658,659,True,['RotBonds < 6']
659,660,True,['RotBonds < 6']
660,661,True,['RotBonds < 6']
661,662,True,['RotBonds < 6']
662,663,True,['RotBonds < 6']
663,664,True,['RotBonds < 6']
664,665,True,['RotBonds < 6']
665,666,True,['RotBonds < 6']
666,667,True,['RotBonds < 6']
667,668,True,['RotBonds < 6']
668,669,True,['RotBonds < 6']
669,670,True,['RotBonds < 6']
670,671,True,['RotBonds < 6']
671,672,True,['RotBonds < 6']
672,673,True,['RotBonds < 6']
673,674,True,['RotBonds < 6']
674,675,True,['RotBonds < 6']
675,676,True,['RotBonds < 6']
676,677,True,['RotBonds < 6']
677,678,True,['RotBonds < 6']
678,679,True,['RotBonds < 6']
679,680,True,['RotBonds < 6']
680,681,True,['RotBonds < 6']
681,682,True,['RotBonds < 6']
682,683,True,['RotBonds < 6']
683,684,False,"['HBD > 5', 'TPSA > 140']"
684,685,True,['RotBonds < 6']
685,686,True,['RotBonds < 6']
686,687,True,['RotBonds < 6']
687,688,True,['RotBonds < 6']
688,689,True,['RotBonds < 6']
689,690,True,['RotBonds < 6']
690,691,True,['RotBonds < 6']
691,692,True,['RotBonds < 6']
692,693,True,['RotBonds < 6']
693,694,True,['RotBonds < 6']
694,695,True,['RotBonds < 6']
695,696,True,['RotBonds < 6']
696,697,True,['RotBonds < 6']
697,698,True,['RotBonds < 6']
698,699,True,['RotBonds < 6']
699,700,True,['RotBonds < 6']
700,701,True,['RotBonds < 6']
701,702,True,['RotBonds < 6']
702,703,True,['RotBonds < 6']
703,704,True,['RotBonds < 6']
704,705,True,['RotBonds < 6']
705,706,True,['RotBonds < 6']
706,707,True,['RotBonds < 6']
707,708,True,['RotBonds < 6']
708,709,True,['RotBonds < 6']
709,710,True,['RotBonds < 6']
710,711,True,['RotBonds < 6']
711,712,True,['RotBonds < 6']
712,713,True,['RotBonds < 6']
713,714,True,['RotBonds < 6']
714,715,True,['RotBonds < 6']
715,716,True,['RotBonds < 6']
716,717,True,['RotBonds < 6']
717,718,True,['RotBonds < 6']
718,719,True,['RotBonds < 6']
719,720,True,['RotBonds < 6']
720,721,True,['RotBonds < 6']
721,722,True,['RotBonds < 6']
722,723,True,['RotBonds < 6']
723,724,True,['RotBonds < 6']
724,725,True,['RotBonds < 6']
725,726,True,['RotBonds < 6']
726,727,True,['RotBonds < 6']
727,728,True,['RotBonds < 6']
728,729,True,['RotBonds < 6']
729,730,True,['RotBonds < 6']
730,731,True,['RotBonds < 6']
731,732,True,['RotBonds < 6']
732,733,True,['RotBonds < 6']
733,734,True,['TPSA > 140']
734,735,True,['RotBonds < 6']
735,736,True,['RotBonds < 6']
736,737,True,['RotBonds < 6']
737,738,True,['RotBonds < 6']
738,739,True,['RotBonds < 6']
739,740,True,['RotBonds < 6']
740,741,True,['RotBonds < 6']
741,742,True,['RotBonds < 6']
742,743,True,['RotBonds < 6']
743,744,True,['RotBonds < 6']
744,745,True,['RotBonds < 6']
745,746,True,['RotBonds < 6']
746,747,True,['RotBonds < 6']
747,748,True,['RotBonds < 6']
748,749,True,[]
749,750,True,['RotBonds < 6']
750,751,True,['RotBonds < 6']
751,752,True,['RotBonds < 6']
752,753,True,['RotBonds < 6']
753,754,True,['RotBonds < 6']
754,755,True,['RotBonds < 6']
755,756,False,"['MW > 500', 'HBA > 10', 'TPSA > 140']"
756,757,True,[]
757,758,True,['RotBonds < 6']
758,759,True,['RotBonds < 6']
759,760,True,['RotBonds < 6']
760,761,True,[]
761,762,True,['RotBonds < 6']
762,763,True,['RotBonds < 6']
763,764,False,"['HBD > 5', 'RotBonds < 6']"
764,765,True,['RotBonds < 6']
765,766,True,['RotBonds < 6']
766,767,True,[]
767,768,False,"['HBD > 5', 'RotBonds < 6']"
768,769,True,['RotBonds < 6']
769,770,True,['RotBonds < 6']
770,771,False,"['HBA > 10', 'HBD > 5', 'TPSA > 140']"
771,772,True,['RotBonds < 6']
772,773,True,['RotBonds < 6']
773,774,True,['RotBonds < 6']
774,775,True,['RotBonds < 6']
775,776,True,['RotBonds < 6']
776,777,True,['RotBonds < 6']
777,778,True,['RotBonds < 6']
778,779,True,['RotBonds < 6']
779,780,True,['RotBonds < 6']
780,781,True,['RotBonds < 6']
781,782,True,['RotBonds < 6']
782,783,True,['RotBonds < 6']
783,784,True,['RotBonds < 6']
784,785,True,['RotBonds < 6']
785,786,True,['RotBonds < 6']
786,787,True,['RotBonds < 6']
787,788,True,['RotBonds < 6']
788,789,True,['RotBonds < 6']
789,790,True,['RotBonds < 6']
790,791,True,['RotBonds < 6']
791,792,True,['RotBonds < 6']
792,793,True,['RotBonds < 6']
793,794,True,['RotBonds < 6']
794,795,True,['RotBonds < 6']
795,796,True,['RotBonds < 6']
796,797,True,['RotBonds < 6']
797,798,True,['RotBonds < 6']
798,799,True,['RotBonds < 6']
799,800,True,['RotBonds < 6']
800,801,True,['RotBonds < 6']
801,802,True,['RotBonds < 6']
802,803,True,['RotBonds < 6']
803,804,True,['RotBonds < 6']
804,805,True,['RotBonds < 6']
805,806,True,['RotBonds < 6']
806,807,True,['RotBonds < 6']
807,808,True,['RotBonds < 6']
808,809,True,['TPSA > 140']
809,810,True,['RotBonds < 6']
810,811,True,['RotBonds < 6']
811,812,True,['RotBonds < 6']
812,813,True,['RotBonds < 6']
813,814,True,['RotBonds < 6']
814,815,True,['RotBonds < 6']
815,816,True,['RotBonds < 6']
816,817,True,['RotBonds < 6']
817,818,True,['RotBonds < 6']
818,819,True,['RotBonds < 6']
819,820,True,['RotBonds < 6']
820,821,True,['RotBonds < 6']
821,822,True,['RotBonds < 6']
822,823,True,['RotBonds < 6']
823,824,False,"['LogP > 5', 'RotBonds < 6']"
824,825,True,['RotBonds < 6']
825,826,True,['RotBonds < 6']
826,827,True,['RotBonds < 6']
827,828,True,['RotBonds < 6']
828,829,True,['RotBonds < 6']
