,Compound,Suitable,Violations
210,211,False,"['LogP > 5', 'RotBonds < 6']"
211,212,False,"['LogP > 5', 'RotBonds < 6']"
212,213,False,"['LogP > 5', 'RotBonds < 6']"
213,214,False,"['LogP > 5', 'RotBonds < 6']"
214,215,False,"['LogP > 5', 'RotBonds < 6']"
215,216,False,"['LogP > 5', 'RotBonds < 6']"
216,217,False,"['LogP > 5', 'RotBonds < 6']"
217,218,False,"['LogP > 5', 'RotBonds < 6']"
218,219,False,"['LogP > 5', 'RotBonds < 6']"
219,220,True,['RotBonds < 6']
220,221,True,['RotBonds < 6']
221,222,True,['RotBonds < 6']
222,223,True,['RotBonds < 6']
223,224,True,['RotBonds < 6']
224,225,True,['RotBonds < 6']
225,226,True,['RotBonds < 6']
226,227,True,['RotBonds < 6']
227,228,True,['RotBonds < 6']
228,229,True,['RotBonds < 6']
229,230,True,['RotBonds < 6']
230,231,True,['RotBonds < 6']
231,232,True,['RotBonds < 6']
232,233,True,['RotBonds < 6']
233,234,True,['RotBonds < 6']
234,235,True,['RotBonds < 6']
235,236,True,['RotBonds < 6']
236,237,True,['RotBonds < 6']
237,238,True,['RotBonds < 6']
238,239,True,['RotBonds < 6']
239,240,True,['RotBonds < 6']
240,241,True,['RotBonds < 6']
241,242,True,['RotBonds < 6']
242,243,True,['RotBonds < 6']
243,244,True,['RotBonds < 6']
244,245,True,['RotBonds < 6']
245,246,True,['RotBonds < 6']
246,247,True,['RotBonds < 6']
247,248,True,['RotBonds < 6']
248,249,True,['RotBonds < 6']
249,250,True,['RotBonds < 6']
250,251,True,['RotBonds < 6']
251,252,True,['RotBonds < 6']
252,253,True,['RotBonds < 6']
253,254,True,['RotBonds < 6']
254,255,True,['RotBonds < 6']
255,256,True,['RotBonds < 6']
256,257,True,['RotBonds < 6']
257,258,True,['RotBonds < 6']
258,259,True,[]
259,260,True,['RotBonds < 6']
260,261,True,['RotBonds < 6']
261,262,True,['RotBonds < 6']
262,263,True,['RotBonds < 6']
263,264,True,['RotBonds < 6']
264,265,True,['RotBonds < 6']
265,266,True,['RotBonds < 6']
266,267,True,[]
267,268,True,['RotBonds < 6']
268,269,True,['RotBonds < 6']
269,270,True,[]
270,271,True,['RotBonds < 6']
271,272,True,['RotBonds < 6']
272,273,True,['RotBonds < 6']
273,274,True,['RotBonds < 6']
274,275,True,['RotBonds < 6']
275,276,True,['RotBonds < 6']
276,277,True,['RotBonds < 6']
277,278,True,['RotBonds < 6']
278,279,True,['RotBonds < 6']
279,280,True,['RotBonds < 6']
280,281,True,['RotBonds < 6']
281,282,True,['RotBonds < 6']
282,283,True,['RotBonds < 6']
283,284,True,['RotBonds < 6']
284,285,True,['RotBonds < 6']
285,286,True,['RotBonds < 6']
286,287,True,['RotBonds < 6']
287,288,True,['RotBonds < 6']
288,289,True,['RotBonds < 6']
289,290,True,['RotBonds < 6']
290,291,True,['RotBonds < 6']
291,292,True,['RotBonds < 6']
292,293,True,['RotBonds < 6']
293,294,True,[]
294,295,True,['RotBonds < 6']
295,296,True,['RotBonds < 6']
296,297,True,['RotBonds < 6']
297,298,True,['RotBonds < 6']
298,299,True,['RotBonds < 6']
299,300,True,['RotBonds < 6']
300,301,True,['RotBonds < 6']
301,302,True,['RotBonds < 6']
302,303,True,['RotBonds < 6']
303,304,True,['RotBonds < 6']
304,305,True,['RotBonds < 6']
305,306,True,[]
306,307,True,['RotBonds < 6']
307,308,True,['RotBonds < 6']
308,309,True,['RotBonds < 6']
309,310,True,['RotBonds < 6']
310,311,True,['RotBonds < 6']
311,312,True,[]
312,313,True,['RotBonds < 6']
313,314,True,['RotBonds < 6']
314,315,True,['RotBonds < 6']
315,316,True,['RotBonds < 6']
316,317,True,['RotBonds < 6']
317,318,True,['RotBonds < 6']
318,319,True,['RotBonds < 6']
319,320,True,['RotBonds < 6']
320,321,True,['RotBonds < 6']
321,322,True,[]
322,323,True,[]
323,324,True,['RotBonds < 6']
324,325,True,['RotBonds < 6']
325,326,True,['RotBonds < 6']
326,327,True,['RotBonds < 6']
327,328,True,['RotBonds < 6']
328,329,True,['RotBonds < 6']
329,330,True,['RotBonds < 6']
330,331,True,['LogP > 5']
331,332,True,['RotBonds < 6']
332,333,True,['RotBonds < 6']
333,334,True,['RotBonds < 6']
334,335,True,['RotBonds < 6']
335,336,True,['RotBonds < 6']
336,337,True,['RotBonds < 6']
337,338,True,['RotBonds < 6']
338,339,True,[]
339,340,True,[]
340,341,True,['RotBonds < 6']
341,342,True,['RotBonds < 6']
342,343,True,['RotBonds < 6']
343,344,True,['RotBonds < 6']
344,345,True,['RotBonds < 6']
345,346,True,['RotBonds < 6']
346,347,True,['RotBonds < 6']
347,348,True,['RotBonds < 6']
348,349,True,['RotBonds < 6']
349,350,True,['RotBonds < 6']
350,351,True,['RotBonds < 6']
351,352,True,['RotBonds < 6']
352,353,True,['RotBonds < 6']
353,354,True,['RotBonds < 6']
354,355,True,['RotBonds < 6']
355,356,True,['RotBonds < 6']
356,357,True,['RotBonds < 6']
357,358,True,['RotBonds < 6']
358,359,True,['RotBonds < 6']
359,360,True,['RotBonds < 6']
360,361,True,['RotBonds < 6']
361,362,True,[]
362,363,True,[]
363,364,True,['RotBonds < 6']
364,365,True,[]
365,366,True,[]
366,367,True,['RotBonds < 6']
367,368,True,['RotBonds < 6']
368,369,True,['RotBonds < 6']
369,370,True,['RotBonds < 6']
370,371,True,['RotBonds < 6']
371,372,True,['RotBonds < 6']
372,373,True,['RotBonds < 6']
373,374,True,[]
374,375,True,['LogP > 5']
375,376,True,[]
376,377,True,['RotBonds < 6']
377,378,True,['RotBonds < 6']
378,379,True,['RotBonds < 6']
379,380,True,['RotBonds < 6']
380,381,True,['RotBonds < 6']
381,382,True,['RotBonds < 6']
382,383,True,['RotBonds < 6']
383,384,True,['RotBonds < 6']
384,385,True,['RotBonds < 6']
385,386,True,['RotBonds < 6']
386,387,True,['RotBonds < 6']
387,388,True,[]
388,389,True,['RotBonds < 6']
389,390,True,['RotBonds < 6']
390,391,True,['RotBonds < 6']
391,392,True,['RotBonds < 6']
392,393,True,['RotBonds < 6']
393,394,True,['RotBonds < 6']
394,395,True,['RotBonds < 6']
395,396,True,['RotBonds < 6']
396,397,True,['RotBonds < 6']
397,398,True,['RotBonds < 6']
398,399,True,['RotBonds < 6']
399,400,True,['RotBonds < 6']
400,401,True,['RotBonds < 6']
401,402,True,['RotBonds < 6']
402,403,True,['RotBonds < 6']
403,404,True,['RotBonds < 6']
404,405,True,['RotBonds < 6']
405,406,True,['RotBonds < 6']
406,407,True,['RotBonds < 6']
407,408,True,['RotBonds < 6']
408,409,True,['RotBonds < 6']
409,410,True,['RotBonds < 6']
410,411,True,['RotBonds < 6']
411,412,True,['RotBonds < 6']
412,413,True,['RotBonds < 6']
413,414,True,['RotBonds < 6']
414,415,True,['RotBonds < 6']
415,416,True,['RotBonds < 6']
416,417,True,[]
417,418,True,['RotBonds < 6']
418,419,True,['RotBonds < 6']
419,420,True,['RotBonds < 6']
420,421,True,['RotBonds < 6']
421,422,True,['RotBonds < 6']
422,423,True,['RotBonds < 6']
423,424,True,['RotBonds < 6']
424,425,True,['RotBonds < 6']
425,426,True,['RotBonds < 6']
426,427,True,['RotBonds < 6']
427,428,True,['RotBonds < 6']
428,429,True,['RotBonds < 6']
429,430,True,['RotBonds < 6']
430,431,True,['RotBonds < 6']
431,432,True,['RotBonds < 6']
432,433,True,['RotBonds < 6']
433,434,True,['RotBonds < 6']
434,435,True,['RotBonds < 6']
435,436,True,['RotBonds < 6']
436,437,False,"['LogP > 5', 'RotBonds < 6']"
437,438,True,['RotBonds < 6']
438,439,True,['RotBonds < 6']
439,440,True,['RotBonds < 6']
440,441,True,['RotBonds < 6']
441,442,True,['RotBonds < 6']
442,443,True,[]
443,444,True,['RotBonds < 6']
444,445,True,[]
445,446,True,['RotBonds < 6']
446,447,True,['RotBonds < 6']
447,448,True,['RotBonds < 6']
448,449,True,['RotBonds < 6']
449,450,True,['RotBonds < 6']
450,451,True,['RotBonds < 6']
451,452,True,['RotBonds < 6']
452,453,True,['RotBonds < 6']
453,454,True,['RotBonds < 6']
454,455,True,['RotBonds < 6']
455,456,True,['RotBonds < 6']
456,457,True,['RotBonds < 6']
457,458,True,['RotBonds < 6']
458,459,True,['RotBonds < 6']
459,460,True,['RotBonds < 6']
460,461,True,['RotBonds < 6']
461,462,True,['RotBonds < 6']
462,463,True,['RotBonds < 6']
463,464,True,['RotBonds < 6']
464,465,True,['RotBonds < 6']
465,466,True,['RotBonds < 6']
466,467,True,['RotBonds < 6']
467,468,True,['RotBonds < 6']
468,469,True,['RotBonds < 6']
469,470,True,['RotBonds < 6']
470,471,True,['RotBonds < 6']
471,472,True,['RotBonds < 6']
472,473,True,['RotBonds < 6']
473,474,True,['RotBonds < 6']
474,475,True,['RotBonds < 6']
475,476,True,['RotBonds < 6']
476,477,True,['RotBonds < 6']
477,478,True,['RotBonds < 6']
478,479,True,['RotBonds < 6']
479,480,True,['RotBonds < 6']
480,481,True,['RotBonds < 6']
481,482,True,['RotBonds < 6']
482,483,True,['RotBonds < 6']
483,484,True,['RotBonds < 6']
484,485,True,['RotBonds < 6']
485,486,True,['RotBonds < 6']
486,487,True,['RotBonds < 6']
487,488,True,['RotBonds < 6']
488,489,True,['RotBonds < 6']
489,490,True,['RotBonds < 6']
490,491,True,['RotBonds < 6']
491,492,True,[]
492,493,True,['RotBonds < 6']
493,494,True,['RotBonds < 6']
494,495,True,[]
495,496,True,['RotBonds < 6']
496,497,True,['RotBonds < 6']
497,498,True,[]
498,499,True,['RotBonds < 6']
499,500,True,['RotBonds < 6']
500,501,True,['RotBonds < 6']
501,502,True,['RotBonds < 6']
502,503,True,['RotBonds < 6']
503,504,True,[]
504,505,True,['RotBonds < 6']
505,506,True,['RotBonds < 6']
506,507,True,['RotBonds < 6']
507,508,True,['RotBonds < 6']
508,509,True,[]
509,510,True,['RotBonds < 6']
510,511,True,['RotBonds < 6']
511,512,True,['RotBonds < 6']
512,513,True,['RotBonds < 6']
513,514,True,['RotBonds < 6']
514,515,True,['RotBonds < 6']
515,516,True,['RotBonds < 6']
516,517,True,['RotBonds < 6']
517,518,True,['RotBonds < 6']
518,519,True,['RotBonds < 6']
519,520,True,['RotBonds < 6']
520,521,True,['RotBonds < 6']
521,522,True,['RotBonds < 6']
522,523,True,['RotBonds < 6']
523,524,True,['RotBonds < 6']
524,525,True,['RotBonds < 6']
525,526,True,['RotBonds < 6']
526,527,True,['RotBonds < 6']
527,528,True,['RotBonds < 6']
528,529,True,['RotBonds < 6']
529,530,True,['RotBonds < 6']
530,531,True,['RotBonds < 6']
531,532,True,[]
532,533,True,['RotBonds < 6']
533,534,True,['RotBonds < 6']
534,535,True,['RotBonds < 6']
535,536,True,['RotBonds < 6']
536,537,True,['RotBonds < 6']
537,538,True,['RotBonds < 6']
538,539,True,['RotBonds < 6']
539,540,True,['RotBonds < 6']
540,541,True,['RotBonds < 6']
541,542,True,['RotBonds < 6']
542,543,True,['RotBonds < 6']
543,544,True,['RotBonds < 6']
544,545,True,['RotBonds < 6']
545,546,True,['RotBonds < 6']
546,547,True,['RotBonds < 6']
547,548,True,['RotBonds < 6']
548,549,True,['RotBonds < 6']
549,550,True,['RotBonds < 6']
550,551,True,['RotBonds < 6']
551,552,True,['RotBonds < 6']
552,553,True,['RotBonds < 6']
553,554,True,['RotBonds < 6']
554,555,True,['RotBonds < 6']
555,556,True,[]
556,557,True,[]
557,558,True,['RotBonds < 6']
558,559,True,['RotBonds < 6']
559,560,True,['RotBonds < 6']
560,561,True,['RotBonds < 6']
561,562,True,['RotBonds < 6']
562,563,True,['RotBonds < 6']
563,564,True,['RotBonds < 6']
564,565,True,['RotBonds < 6']
565,566,True,['RotBonds < 6']
566,567,True,['RotBonds < 6']
567,568,True,['RotBonds < 6']
568,569,True,['RotBonds < 6']
569,570,True,['RotBonds < 6']
570,571,True,['RotBonds < 6']
571,572,True,['RotBonds < 6']
572,573,True,['RotBonds < 6']
573,574,True,['RotBonds < 6']
574,575,True,['RotBonds < 6']
575,576,True,['RotBonds < 6']
576,577,True,['RotBonds < 6']
577,578,True,['RotBonds < 6']
578,579,True,['RotBonds < 6']
579,580,True,['RotBonds < 6']
580,581,True,['RotBonds < 6']
581,582,True,['RotBonds < 6']
582,583,True,['RotBonds < 6']
583,584,True,['RotBonds < 6']
584,585,True,['RotBonds < 6']
585,586,True,['RotBonds < 6']
586,587,True,['RotBonds < 6']
587,588,True,['RotBonds < 6']
588,589,True,['RotBonds < 6']
589,590,True,['RotBonds < 6']
590,591,True,['RotBonds < 6']
591,592,True,['RotBonds < 6']
592,593,True,['RotBonds < 6']
593,594,True,['RotBonds < 6']
594,595,True,['RotBonds < 6']
595,596,True,['RotBonds < 6']
596,597,True,['RotBonds < 6']
597,598,True,['RotBonds < 6']
598,599,True,['RotBonds < 6']
599,600,True,['RotBonds < 6']
600,601,True,['RotBonds < 6']
601,602,True,['RotBonds < 6']
602,603,True,['RotBonds < 6']
603,604,True,['RotBonds < 6']
604,605,True,['RotBonds < 6']
605,606,True,['RotBonds < 6']
606,607,True,['RotBonds < 6']
607,608,True,['RotBonds < 6']
608,609,True,['RotBonds < 6']
609,610,True,['RotBonds < 6']
610,611,True,['RotBonds < 6']
611,612,True,['RotBonds < 6']
612,613,True,['RotBonds < 6']
613,614,True,['RotBonds < 6']
614,615,True,['RotBonds < 6']
615,616,True,['RotBonds < 6']
616,617,True,['RotBonds < 6']
617,618,True,['RotBonds < 6']
618,619,True,['RotBonds < 6']
619,620,True,['RotBonds < 6']
620,621,True,['RotBonds < 6']
621,622,True,['RotBonds < 6']
622,623,True,['RotBonds < 6']
623,624,True,['RotBonds < 6']
624,625,True,['RotBonds < 6']
625,626,True,['RotBonds < 6']
626,627,True,['RotBonds < 6']
627,628,True,['RotBonds < 6']
628,629,True,['RotBonds < 6']
629,630,True,['RotBonds < 6']
630,631,True,['RotBonds < 6']
631,632,True,['RotBonds < 6']
632,633,True,['RotBonds < 6']
633,634,True,['RotBonds < 6']
634,635,True,['RotBonds < 6']
635,636,True,['RotBonds < 6']
636,637,True,[]
637,638,True,['RotBonds < 6']
638,639,True,['RotBonds < 6']
639,640,True,['RotBonds < 6']
640,641,True,['RotBonds < 6']
641,642,True,['RotBonds < 6']
642,643,True,['RotBonds < 6']
643,644,True,['RotBonds < 6']
644,645,True,['RotBonds < 6']
645,646,True,['RotBonds < 6']
646,647,True,['RotBonds < 6']
647,648,True,['RotBonds < 6']
648,649,True,['RotBonds < 6']
649,650,True,['TPSA > 140']
650,651,True,[]
651,652,True,['LogP > 5']
652,653,True,[]
653,654,True,[]
654,655,True,['RotBonds < 6']
655,656,True,['RotBonds < 6']
656,657,True,['RotBonds < 6']
657,658,True,['RotBonds < 6']
658,659,True,['LogP > 5']
659,660,True,['LogP > 5']
660,661,True,['RotBonds < 6']
661,662,True,['RotBonds < 6']
662,663,True,['RotBonds < 6']
663,664,True,['RotBonds < 6']
664,665,True,['RotBonds < 6']
665,666,True,['RotBonds < 6']
666,667,True,['RotBonds < 6']
667,668,True,['RotBonds < 6']
668,669,True,['RotBonds < 6']
669,670,True,['RotBonds < 6']
670,671,True,['RotBonds < 6']
671,672,True,['RotBonds < 6']
672,673,True,['RotBonds < 6']
673,674,True,['RotBonds < 6']
674,675,True,['RotBonds < 6']
675,676,True,['RotBonds < 6']
676,677,True,['RotBonds < 6']
677,678,True,['RotBonds < 6']
678,679,True,['RotBonds < 6']
679,680,True,[]
680,681,True,['RotBonds < 6']
681,682,False,"['LogP > 5', 'RotBonds < 6']"
682,683,True,['RotBonds < 6']
683,684,True,['RotBonds < 6']
684,685,True,['RotBonds < 6']
685,686,True,['RotBonds < 6']
686,687,True,['RotBonds < 6']
687,688,True,['RotBonds < 6']
688,689,True,['RotBonds < 6']
689,690,True,['RotBonds < 6']
690,691,True,['RotBonds < 6']
691,692,True,['RotBonds < 6']
692,693,False,"['HBD > 5', 'RotBonds < 6', 'TPSA > 140']"
693,694,False,"['RotBonds < 6', 'TPSA > 140']"
694,695,True,['RotBonds < 6']
695,696,True,['RotBonds < 6']
696,697,False,"['HBD > 5', 'RotBonds < 6', 'TPSA > 140']"
697,698,False,"['HBD > 5', 'RotBonds < 6', 'TPSA > 140']"
698,699,True,['RotBonds < 6']
699,700,True,['RotBonds < 6']
700,701,True,['RotBonds < 6']
701,702,True,['RotBonds < 6']
702,703,True,[]
703,704,True,['RotBonds < 6']
704,705,True,['RotBonds < 6']
705,706,True,['RotBonds < 6']
706,707,True,['RotBonds < 6']
707,708,True,['RotBonds < 6']
708,709,True,['RotBonds < 6']
709,710,True,['RotBonds < 6']
710,711,True,[]
711,712,True,['RotBonds < 6']
712,713,True,['RotBonds < 6']
713,714,True,[]
714,715,True,[]
715,716,True,[]
716,717,True,['RotBonds < 6']
717,718,True,['RotBonds < 6']
718,719,True,['RotBonds < 6']
719,720,True,['RotBonds < 6']
720,721,True,['RotBonds < 6']
721,722,True,['RotBonds < 6']
722,723,True,['RotBonds < 6']
723,724,True,['RotBonds < 6']
724,725,True,['RotBonds < 6']
725,726,True,[]
726,727,True,['RotBonds < 6']
727,728,True,[]
728,729,True,[]
729,730,False,"['LogP > 5', 'RotBonds < 6']"
730,731,True,['RotBonds < 6']
731,732,True,['RotBonds < 6']
732,733,True,['RotBonds < 6']
733,734,True,['RotBonds < 6']
734,735,True,['RotBonds < 6']
735,736,True,['RotBonds < 6']
736,737,True,['RotBonds < 6']
737,738,True,['RotBonds < 6']
738,739,True,['TPSA > 140']
739,740,True,['RotBonds < 6']
740,741,True,['RotBonds < 6']
741,742,True,['RotBonds < 6']
742,743,True,['RotBonds < 6']
743,744,True,['RotBonds < 6']
744,745,True,['RotBonds < 6']
745,746,True,['RotBonds < 6']
746,747,True,['RotBonds < 6']
747,748,True,['RotBonds < 6']
748,749,True,['RotBonds < 6']
749,750,True,['RotBonds < 6']
750,751,True,['RotBonds < 6']
751,752,True,['RotBonds < 6']
752,753,True,['RotBonds < 6']
753,754,True,['RotBonds < 6']
754,755,True,['RotBonds < 6']
755,756,True,['RotBonds < 6']
756,757,True,['RotBonds < 6']
757,758,True,['RotBonds < 6']
758,759,True,['RotBonds < 6']
759,760,True,['RotBonds < 6']
760,761,True,['RotBonds < 6']
761,762,True,['RotBonds < 6']
762,763,True,['RotBonds < 6']
763,764,True,['RotBonds < 6']
764,765,True,['RotBonds < 6']
765,766,True,['RotBonds < 6']
766,767,True,['RotBonds < 6']
767,768,True,['RotBonds < 6']
768,769,True,['RotBonds < 6']
769,770,True,['RotBonds < 6']
770,771,True,['RotBonds < 6']
771,772,True,['RotBonds < 6']
772,773,True,['RotBonds < 6']
773,774,True,['RotBonds < 6']
774,775,True,['RotBonds < 6']
775,776,False,"['HBD > 5', 'RotBonds < 6']"
776,777,True,['RotBonds < 6']
777,778,True,['RotBonds < 6']
778,779,False,"['HBD > 5', 'RotBonds < 6']"
779,780,True,['RotBonds < 6']
780,781,True,['RotBonds < 6']
781,782,True,['RotBonds < 6']
782,783,True,['RotBonds < 6']
783,784,True,['RotBonds < 6']
784,785,True,['RotBonds < 6']
785,786,True,['RotBonds < 6']
786,787,True,['RotBonds < 6']
787,788,True,['RotBonds < 6']
788,789,True,['RotBonds < 6']
789,790,True,['RotBonds < 6']
790,791,True,['RotBonds < 6']
791,792,True,['RotBonds < 6']
792,793,True,['RotBonds < 6']
793,794,True,['RotBonds < 6']
794,795,True,['RotBonds < 6']
795,796,True,['RotBonds < 6']
796,797,True,['RotBonds < 6']
797,798,True,['RotBonds < 6']
798,799,True,['RotBonds < 6']
799,800,True,['RotBonds < 6']
800,801,True,['RotBonds < 6']
801,802,True,['RotBonds < 6']
802,803,True,['RotBonds < 6']
